datetime,actual_kwh,predicted_kwh,error
2027-08-11 10:00:00,2758.89,2657.8118,101.07823242187487
2027-08-11 11:00:00,2568.31,2558.4077,9.902285156249945
2027-08-11 12:00:00,3558.82,3606.5496,-47.729560546874836
2027-08-11 13:00:00,3550.28,3580.1995,-29.9194628906248
2027-08-11 14:00:00,3717.33,3689.1877,28.142255859374927
2027-08-11 15:00:00,2510.82,2524.1272,-13.307197265624836
2027-08-11 16:00:00,2490.15,2439.213,50.93710937500009
2027-08-11 17:00:00,3374.59,3357.511,17.079013671875146
2027-08-11 18:00:00,3915.76,3904.123,11.636953125000218
2027-08-11 19:00:00,3521.66,3571.6423,-49.982333984375146
2027-08-11 20:00:00,2641.6,2670.7,-29.09995117187509
2027-08-11 21:00:00,2448.22,2426.5837,21.6362597656248
2027-08-11 22:00:00,680.6,658.96344,21.636560058593773
2027-08-11 23:00:00,654.17,696.88855,-42.71854980468754
2027-08-12 00:00:00,701.39,697.0847,4.305283203124986
2027-08-12 01:00:00,731.0,722.5523,8.44769287109375
2027-08-12 02:00:00,686.27,731.286,-45.01601074218752
2027-08-12 03:00:00,781.34,762.1926,19.147373046875032
2027-08-12 04:00:00,755.88,749.1824,6.6976269531249955
2027-08-12 05:00:00,743.92,769.6688,-25.74882324218754
2027-08-12 06:00:00,752.22,739.6261,12.593901367187527
2027-08-12 07:00:00,740.67,738.3982,2.271806640624959
2027-08-12 08:00:00,1669.39,1658.1665,11.2234960937501
2027-08-12 09:00:00,2639.22,2646.079,-6.8591015625002
2027-08-12 10:00:00,2812.49,2730.6846,81.80542968749978
2027-08-12 11:00:00,2616.62,2644.52,-27.90001953125011
2027-08-12 12:00:00,3562.4,3607.5818,-45.18178710937491
2027-08-12 13:00:00,3710.68,3660.3755,50.304511718749836
2027-08-12 14:00:00,3621.27,3808.1975,-186.92750976562502
2027-08-12 15:00:00,2341.05,2302.4595,38.59052734375018
2027-08-12 16:00:00,2447.27,2419.0261,28.243876953124982
2027-08-12 17:00:00,3898.11,3703.0845,195.02552734375013
2027-08-12 18:00:00,3779.36,3803.847,-24.486923828124873
2027-08-12 19:00:00,3952.09,3867.2026,84.88736328125015
2027-08-12 20:00:00,2442.88,2489.9336,-47.05359374999989
2027-08-12 21:00:00,2517.68,2505.751,11.929023437499836
2027-08-12 22:00:00,708.88,682.93146,25.948542480468745
2027-08-12 23:00:00,589.09,620.3671,-31.277126464843718
2027-08-13 00:00:00,718.61,696.8704,21.739577636718764
2027-08-13 01:00:00,735.04,731.903,3.1369848632812136
2027-08-13 02:00:00,751.25,720.8379,30.412109375
2027-08-13 03:00:00,741.73,768.5675,-26.837504882812482
2027-08-13 04:00:00,758.7,771.6819,-12.981884765624955
2027-08-13 05:00:00,718.34,746.6969,-28.356899414062468
2027-08-13 06:00:00,768.96,759.31934,9.640664062500036
2027-08-13 07:00:00,709.52,729.4969,-19.976887207031268
2027-08-13 08:00:00,1637.72,1652.9331,-15.213105468749973
2027-08-13 09:00:00,2559.7,2576.795,-17.094921875000182
2027-08-13 10:00:00,2575.93,2588.514,-12.583916015625164
2027-08-13 11:00:00,2641.24,2606.1755,35.06446289062478
2027-08-13 12:00:00,3644.43,3640.6418,3.7881542968748363
2027-08-13 13:00:00,3594.71,3619.1538,-24.443808593749964
2027-08-13 14:00:00,3481.78,3538.838,-57.0578906249998
2027-08-13 15:00:00,2508.8,2470.3235,38.47651367187518
2027-08-13 16:00:00,2493.45,2458.611,34.83891601562482
2027-08-13 17:00:00,3938.17,3940.272,-2.1019726562499272
2027-08-13 18:00:00,3866.34,3851.014,15.326083984375146
2027-08-13 19:00:00,3979.63,4003.484,-23.85388671874989
2027-08-13 20:00:00,2529.89,2506.3245,23.565537109374873
2027-08-13 21:00:00,2663.11,2619.8577,43.25233398437513
2027-08-13 22:00:00,668.3,678.5388,-10.238818359375045
2027-08-13 23:00:00,661.01,678.35596,-17.34595703125001
2027-08-14 00:00:00,707.4,709.07135,-1.6713500976562727
2027-08-14 01:00:00,693.36,718.65674,-25.296738281249986
2027-08-14 02:00:00,789.49,755.0977,34.39228271484376
2027-08-14 03:00:00,773.22,759.8784,13.341582031250027
2027-08-14 04:00:00,791.5,776.7489,14.7510986328125
2027-08-14 05:00:00,726.49,744.62177,-18.13176513671874
2027-08-14 06:00:00,762.36,767.76416,-5.404160156249986
2027-08-14 07:00:00,726.88,718.30035,8.579645996093745
2027-08-14 08:00:00,1744.87,1754.1577,-9.28771484375011
2027-08-14 09:00:00,3545.47,3454.6187,90.8513476562498
2027-08-14 10:00:00,3408.14,3326.0737,82.06626953124987
2027-08-14 11:00:00,3238.61,3198.24,40.37000976562513
2027-08-14 12:00:00,4435.72,4485.079,-49.359101562499745
2027-08-14 13:00:00,4623.64,4598.7095,24.930527343750327
2027-08-14 14:00:00,4344.7,4289.435,55.26494140624982
2027-08-14 15:00:00,3273.53,3240.4392,33.0907910156252
2027-08-14 16:00:00,3090.15,3083.7563,6.393652343750091
2027-08-14 17:00:00,4826.09,4866.348,-40.258144531249854
2027-08-14 18:00:00,4828.97,4868.6353,-39.665253906249745
2027-08-14 19:00:00,4835.87,4938.7363,-102.86632812500011
2027-08-14 20:00:00,3205.16,3309.134,-103.97403320312515
2027-08-14 21:00:00,3066.75,3217.936,-151.18603515625
2027-08-14 22:00:00,642.23,678.92896,-36.69895507812498
2027-08-14 23:00:00,692.88,694.0051,-1.1251269531250045
2027-08-15 00:00:00,721.47,723.8588,-2.3888256835937227
2027-08-15 01:00:00,738.59,726.99493,11.595065917968782
2027-08-15 02:00:00,749.61,773.87506,-24.265061035156236
2027-08-15 03:00:00,750.43,764.0086,-13.5786059570313
2027-08-15 04:00:00,765.95,777.0829,-11.132885742187455
2027-08-15 05:00:00,713.62,742.59485,-28.974848632812495
2027-08-15 06:00:00,743.07,762.4027,-19.33270996093745
2027-08-15 07:00:00,709.96,731.81165,-21.851645507812464
2027-08-15 08:00:00,1687.8,1647.9784,39.821606445312455
2027-08-15 09:00:00,3181.34,3406.0696,-224.72958007812485
2027-08-15 10:00:00,3138.19,3196.8154,-58.625429687499945
2027-08-15 11:00:00,3154.63,3296.971,-142.3409472656249
2027-08-15 12:00:00,4098.42,4123.4644,-25.044355468749927
2027-08-15 13:00:00,4508.48,4519.0723,-10.592265625000437
2027-08-15 14:00:00,4635.36,4577.725,57.63490234374967
2027-08-15 15:00:00,3280.4,3434.5835,-154.1834960937499
2027-08-15 16:00:00,3125.46,3152.4333,-26.973349609374964
2027-08-15 17:00:00,4888.99,4930.327,-41.33714843750022
2027-08-15 18:00:00,4691.84,4755.0366,-63.196621093749854
2027-08-15 19:00:00,4661.61,4680.1963,-18.586289062500327
2027-08-15 20:00:00,3120.92,3152.7097,-31.789716796874927
2027-08-15 21:00:00,3147.19,3097.1636,50.026425781250055
2027-08-15 22:00:00,645.92,664.12286,-18.20286376953129
2027-08-15 23:00:00,669.95,689.9327,-19.982678222656205
2027-08-16 00:00:00,752.73,723.0761,29.653889160156268
2027-08-16 01:00:00,718.37,739.8221,-21.452082519531245
2027-08-16 02:00:00,743.1,758.3189,-15.218908691406227
2027-08-16 03:00:00,697.33,740.665,-43.33497802734371
2027-08-16 04:00:00,744.03,764.3499,-20.319914550781277
2027-08-16 05:00:00,731.84,733.5012,-1.6612207031249682
2027-08-16 06:00:00,767.79,756.54114,11.248862304687464
2027-08-16 07:00:00,760.18,738.35596,21.82404296874995
2027-08-16 08:00:00,1682.94,1725.7571,-42.817080078124945
2027-08-16 09:00:00,2586.93,2624.302,-37.372001953125164
2027-08-16 10:00:00,2610.69,2621.4211,-10.731142578124945
2027-08-16 11:00:00,2653.75,2695.39,-41.639892578125
2027-08-16 12:00:00,3502.98,3426.023,76.95705078125002
2027-08-16 13:00:00,3554.94,3554.962,-0.02191406249994543
2027-08-16 14:00:00,3666.7,3719.1707,-52.47065429687518
2027-08-16 15:00:00,2538.92,2534.687,4.232988281250073
2027-08-16 16:00:00,2593.44,2578.3276,15.112363281250055
2027-08-16 17:00:00,3381.05,3477.3005,-96.25053710937482
2027-08-16 18:00:00,3678.2,3635.9648,42.23515624999982
2027-08-16 19:00:00,3935.83,3864.5942,71.23576171874993
2027-08-16 20:00:00,2271.21,2287.4375,-16.227499999999964
2027-08-16 21:00:00,2539.2,2505.1182,34.08183593749982
2027-08-16 22:00:00,670.24,653.47504,16.76496337890626
2027-08-16 23:00:00,659.8,672.3751,-12.575122070312545
2027-08-17 00:00:00,731.81,717.56006,14.249941406249945
2027-08-17 01:00:00,723.96,734.66113,-10.701132812499964
2027-08-17 02:00:00,762.08,742.915,19.16502197265629
2027-08-17 03:00:00,739.74,749.4739,-9.733876953124991
2027-08-17 04:00:00,776.29,763.50116,12.788840332031214
2027-08-17 05:00:00,771.42,757.28864,14.131364746093709
2027-08-17 06:00:00,794.29,780.5101,13.779929199218714
2027-08-17 07:00:00,726.76,743.7603,-17.00031494140626
2027-08-17 08:00:00,1770.49,1787.8953,-17.40526367187499
2027-08-17 09:00:00,2732.86,2737.6562,-4.796249999999873
2027-08-17 10:00:00,2684.17,2679.029,5.140947265625073
2027-08-17 11:00:00,2592.96,2625.8774,-32.917441406249964
2027-08-17 12:00:00,3565.85,3524.8745,40.97548828124991
2027-08-17 13:00:00,3592.42,3594.0679,-1.6478710937499272
2027-08-17 14:00:00,3682.73,3715.6377,-32.90769531249998
2027-08-17 15:00:00,2577.54,2563.5342,14.005820312499964
2027-08-17 16:00:00,2496.68,2506.611,-9.931083984375164
2027-08-17 17:00:00,3888.58,3902.8035,-14.223466796875073
2027-08-17 18:00:00,3755.36,3771.671,-16.310898437499873
2027-08-17 19:00:00,3784.79,3914.8413,-130.05130859375004
2027-08-17 20:00:00,2443.2,2400.7878,42.41215820312482
2027-08-17 21:00:00,2547.81,2538.6702,9.139833984374945
2027-08-17 22:00:00,603.98,601.75616,2.223835449218768
2027-08-17 23:00:00,669.24,682.939,-13.699025878906241
2027-08-18 00:00:00,752.58,716.1005,36.47947509765629
2027-08-18 01:00:00,716.12,723.8768,-7.7567700195312455
2027-08-18 02:00:00,674.41,683.85474,-9.444736328125032
2027-08-18 03:00:00,724.58,696.4754,28.10459716796879
2027-08-18 04:00:00,713.48,754.2828,-40.80277587890623
2027-08-18 05:00:00,674.74,704.9356,-30.19560791015624
2027-08-18 06:00:00,741.98,754.8111,-12.831096191406232
2027-08-18 07:00:00,729.3,723.0829,6.2171142578124545
2027-08-18 08:00:00,1725.76,1725.7836,-0.023569335937509095
2027-08-18 09:00:00,2745.6,2727.186,18.41396484374991
2027-08-18 10:00:00,2721.95,2676.9617,44.98833007812482
2027-08-18 11:00:00,2681.6,2663.2056,18.39443359374991
2027-08-18 12:00:00,3442.14,3491.9656,-49.82557617187513
2027-08-18 13:00:00,3642.19,3717.7546,-75.56463867187495
2027-08-18 14:00:00,3471.35,3521.0793,-49.72934570312509
2027-08-18 15:00:00,2487.96,2530.6892,-42.729208984374964
2027-08-18 16:00:00,2592.33,2640.114,-47.78401367187507
2027-08-18 17:00:00,3950.38,4046.177,-95.79700195312489
2027-08-18 18:00:00,3353.43,3381.583,-28.153007812500164
2027-08-18 19:00:00,3764.16,3633.5813,130.57870117187485
2027-08-18 20:00:00,2623.44,2599.248,24.191953125000055
2027-08-18 21:00:00,2634.24,2637.379,-3.1389062500002183
2027-08-18 22:00:00,690.67,674.347,16.32301513671871
2027-08-18 23:00:00,686.38,675.52924,10.850764160156245
2027-08-19 00:00:00,713.23,718.2441,-5.014079589843732
2027-08-19 01:00:00,713.01,716.6185,-3.608530273437509
2027-08-19 02:00:00,703.91,673.30066,30.609340820312468
2027-08-19 03:00:00,732.64,741.56915,-8.929152832031264
2027-08-19 04:00:00,729.68,745.5401,-15.8601000976563
2027-08-19 05:00:00,725.88,737.46924,-11.589238281250005
2027-08-19 06:00:00,714.38,735.83734,-21.457341308593755
2027-08-19 07:00:00,747.41,725.6479,21.762111816406218
2027-08-19 08:00:00,1594.92,1648.4514,-53.53141601562493
2027-08-19 09:00:00,2701.27,2653.3452,47.92478515624998
2027-08-19 10:00:00,2648.77,2680.632,-31.862080078125018
2027-08-19 11:00:00,2503.31,2544.747,-41.437070312500055
2027-08-19 12:00:00,3673.4,3587.6472,85.75278320312509
2027-08-19 13:00:00,3476.55,3496.2002,-19.650195312499818
2027-08-19 14:00:00,3671.99,3603.5227,68.46729492187478
2027-08-19 15:00:00,2577.14,2550.367,26.773056640624873
2027-08-19 16:00:00,2490.43,2509.9543,-19.524345703125164
2027-08-19 17:00:00,3376.9,3416.7483,-39.84829101562491
2027-08-19 18:00:00,3957.26,3736.7866,220.47337890625022
2027-08-19 19:00:00,3757.18,3750.1853,6.994697265624836
2027-08-19 20:00:00,2507.31,2544.7212,-37.411191406250055
2027-08-19 21:00:00,2518.04,2541.6865,-23.646523437500036
2027-08-19 22:00:00,655.49,674.5654,-19.07542968749999
2027-08-19 23:00:00,699.15,682.5113,16.638708496093727
2027-08-20 00:00:00,723.17,705.6685,17.50148193359371
2027-08-20 01:00:00,728.17,726.26495,1.905046386718709
2027-08-20 02:00:00,765.21,731.928,33.282021484375036
2027-08-20 03:00:00,753.39,754.1108,-0.7207788085937636
2027-08-20 04:00:00,668.08,673.6237,-5.543718261718709
2027-08-20 05:00:00,737.34,749.32904,-11.989040527343718
2027-08-20 06:00:00,734.41,726.61896,7.791042480468718
2027-08-20 07:00:00,747.17,751.0594,-3.889387207031291
2027-08-20 08:00:00,1685.06,1640.7052,44.354799804687445
2027-08-20 09:00:00,2789.56,2731.215,58.344912109374945
2027-08-20 10:00:00,2677.0,2648.743,28.257080078125
2027-08-20 11:00:00,2459.12,2436.6345,22.48547851562489
2027-08-20 12:00:00,3699.14,3656.7063,42.43370117187487
2027-08-20 13:00:00,3440.5,3407.803,32.697021484375
2027-08-20 14:00:00,3528.78,3539.7124,-10.9324023437498
2027-08-20 15:00:00,2558.44,2649.8035,-91.36346679687495
2027-08-20 16:00:00,2446.97,2423.5713,23.3987109374998
2027-08-20 17:00:00,3871.69,3843.868,27.822080078125055
2027-08-20 18:00:00,3912.2,3973.7617,-61.56171875000018
2027-08-20 19:00:00,3804.36,3752.226,52.13392578125013
2027-08-20 20:00:00,2504.59,2490.976,13.613925781250146
2027-08-20 21:00:00,2540.55,2480.5525,59.99750976562518
2027-08-20 22:00:00,670.7,659.6613,11.038684082031295
2027-08-20 23:00:00,692.01,686.0093,6.000722656249991
2027-08-21 00:00:00,692.72,704.90955,-12.189545898437473
2027-08-21 01:00:00,769.91,735.5038,34.40621582031247
2027-08-21 02:00:00,764.73,759.7175,5.012470703125018
2027-08-21 03:00:00,701.2,738.5365,-37.336499023437455
2027-08-21 04:00:00,789.76,744.3213,45.43871093749999
2027-08-21 05:00:00,781.26,759.9704,21.28960205078124
2027-08-21 06:00:00,720.42,696.8997,23.52028076171871
2027-08-21 07:00:00,704.45,729.2714,-24.821423339843705
2027-08-21 08:00:00,1702.7,1665.0417,37.658251953125045
2027-08-21 09:00:00,3290.61,3300.8735,-10.263535156249873
2027-08-21 10:00:00,3330.45,3328.035,2.415087890624818
2027-08-21 11:00:00,3278.0,3204.0227,73.977294921875
2027-08-21 12:00:00,4551.29,4551.2793,0.01070312499996362
2027-08-21 13:00:00,4568.36,4477.551,90.80921874999967
2027-08-21 14:00:00,4632.93,4521.937,110.99298828125029
2027-08-21 15:00:00,3188.64,3219.2544,-30.614394531250127
2027-08-21 16:00:00,3149.92,3109.6777,40.24226562500007
2027-08-21 17:00:00,4771.16,4833.1484,-61.988437500000146
2027-08-21 18:00:00,4901.08,4967.756,-66.67585937500007
2027-08-21 19:00:00,4895.86,4818.486,77.37416015624967
2027-08-21 20:00:00,3267.76,3270.6814,-2.9213964843747817
2027-08-21 21:00:00,3100.98,3192.9678,-91.98777343749998
2027-08-21 22:00:00,649.18,678.24774,-29.0677416992188
2027-08-21 23:00:00,679.0,704.75793,-25.7579345703125
2027-08-22 00:00:00,700.52,703.5043,-2.984272460937518
2027-08-22 01:00:00,726.52,756.1441,-29.624104003906268
2027-08-22 02:00:00,736.92,757.0441,-20.12412841796879
2027-08-22 03:00:00,726.86,728.641,-1.7809912109374864
2027-08-22 04:00:00,749.64,772.325,-22.685012207031264
2027-08-22 05:00:00,731.05,765.5666,-34.516589355468795
2027-08-22 06:00:00,767.43,739.5444,27.8856274414062
2027-08-22 07:00:00,711.79,727.9819,-16.191872558593786
2027-08-22 08:00:00,1761.99,1728.548,33.44202636718751
2027-08-22 09:00:00,3269.01,3233.4985,35.51146484375022
2027-08-22 10:00:00,3267.35,3288.5742,-21.22421875000009
2027-08-22 11:00:00,3304.22,3493.014,-188.7939160156252
2027-08-22 12:00:00,4392.28,4433.2607,-40.980742187500255
2027-08-22 13:00:00,4345.13,4398.7466,-53.61658203124989
2027-08-22 14:00:00,4486.0,4605.708,-119.7080078125
2027-08-22 15:00:00,3299.29,3414.404,-115.11405273437504
2027-08-22 16:00:00,3251.71,3279.25,-27.539999999999964
2027-08-22 17:00:00,4834.9,4813.219,21.680761718749636
2027-08-22 18:00:00,4917.12,4988.376,-71.25597656250011
2027-08-22 19:00:00,4840.05,4825.468,14.582226562500182
2027-08-22 20:00:00,2863.33,2942.019,-78.68904296875007
2027-08-22 21:00:00,3062.4,3078.6812,-16.28115234374991
2027-08-22 22:00:00,635.13,671.0772,-35.947209472656255
2027-08-22 23:00:00,645.5,685.8041,-40.3040771484375
2027-08-23 00:00:00,676.97,704.56744,-27.597443847656223
2027-08-23 01:00:00,728.91,731.9636,-3.053623046875032
2027-08-23 02:00:00,759.87,744.37146,15.498540039062505
2027-08-23 03:00:00,775.4,759.35645,16.043554687499977
2027-08-23 04:00:00,757.04,763.5285,-6.488503417968786
2027-08-23 05:00:00,764.09,756.249,7.840976562500032
2027-08-23 06:00:00,779.7,768.6804,11.019580078125045
2027-08-23 07:00:00,734.64,733.50836,1.1316381835937364
2027-08-23 08:00:00,1776.63,1791.4451,-14.81506835937489
2027-08-23 09:00:00,2574.25,2604.045,-29.794921875
2027-08-23 10:00:00,2701.59,2649.5662,52.023837890625146
2027-08-23 11:00:00,2561.21,2651.0593,-89.84932617187496
2027-08-23 12:00:00,3493.47,3498.322,-4.8520214843752
2027-08-23 13:00:00,3614.83,3627.5413,-12.711259765625073
2027-08-23 14:00:00,3435.46,3461.3574,-25.897421874999964
2027-08-23 15:00:00,2551.36,2559.927,-8.567001953124873
2027-08-23 16:00:00,2558.74,2546.1072,12.632822265624782
2027-08-23 17:00:00,3973.9,4027.1912,-53.29116210937491
2027-08-23 18:00:00,3926.52,3783.2627,143.25730468749998
2027-08-23 19:00:00,3780.83,3668.2793,112.55070312499993
2027-08-23 20:00:00,2474.23,2423.0518,51.17824218750002
2027-08-23 21:00:00,2617.68,2552.4324,65.24762695312484
2027-08-23 22:00:00,667.4,659.09576,8.304235839843727
2027-08-23 23:00:00,690.07,677.3105,12.7595141601563
2027-08-24 00:00:00,705.24,699.4015,5.838510742187509
2027-08-24 01:00:00,708.72,732.3393,-23.619294433593723
2027-08-24 02:00:00,719.2,747.9584,-28.758374023437455
2027-08-24 03:00:00,733.52,768.4259,-34.90590332031252
2027-08-24 04:00:00,731.44,751.4034,-19.963381347656195
2027-08-24 05:00:00,726.38,753.66406,-27.284062500000005
2027-08-24 06:00:00,756.0,759.454,-3.4539794921875
2027-08-24 07:00:00,728.26,738.35266,-10.092661132812509
2027-08-24 08:00:00,1644.49,1658.9578,-14.467763671874991
2027-08-24 09:00:00,2619.72,2560.1636,59.5564257812498
2027-08-24 10:00:00,2268.03,2355.4185,-87.3884570312498
2027-08-24 11:00:00,2498.75,2517.2417,-18.49169921875
2027-08-24 12:00:00,3535.45,3500.2961,35.15385742187482
2027-08-24 13:00:00,3439.76,3477.783,-38.02295898437478
2027-08-24 14:00:00,3515.9,3459.8977,56.00229492187509
2027-08-24 15:00:00,2514.34,2496.3835,17.956455078125146
2027-08-24 16:00:00,2582.61,2583.514,-0.9039160156248727
2027-08-24 17:00:00,3849.68,3875.2725,-25.592460937500164
2027-08-24 18:00:00,3885.28,3892.521,-7.2409960937498
2027-08-24 19:00:00,3975.12,3893.7195,81.40051757812489
2027-08-24 20:00:00,2492.71,2459.3147,33.395302734375036
2027-08-24 21:00:00,2523.92,2559.3323,-35.41227539062493
2027-08-24 22:00:00,672.9,669.60754,3.2924560546874773
2027-08-24 23:00:00,691.53,685.3622,6.167817382812473
2027-08-25 00:00:00,670.97,692.8764,-21.906403808593723
2027-08-25 01:00:00,760.51,732.51447,27.99553466796874
2027-08-25 02:00:00,763.89,740.53894,23.351059570312486
2027-08-25 03:00:00,728.2,754.3163,-26.116284179687455
2027-08-25 04:00:00,818.19,766.85175,51.338254394531305
2027-08-25 05:00:00,754.39,744.62787,9.762131347656236
2027-08-25 06:00:00,632.44,679.44556,-47.005556640624945
2027-08-25 07:00:00,691.1,712.1558,-21.055822753906227
2027-08-25 08:00:00,1699.25,1664.832,34.41796875
2027-08-25 09:00:00,2815.71,2741.2822,74.42777343750004
2027-08-25 10:00:00,2779.64,2674.0808,105.55918945312487
2027-08-25 11:00:00,2466.09,2443.9001,22.189853515625146
2027-08-25 12:00:00,3449.1,3449.8809,-0.780859375000091
2027-08-25 13:00:00,3595.2,3571.2073,23.992724609374818
2027-08-25 14:00:00,3562.88,3517.567,45.31310546875011
2027-08-25 15:00:00,2234.16,2197.911,36.249111328124854
2027-08-25 16:00:00,2366.77,2358.494,8.276103515624982
2027-08-25 17:00:00,3821.82,3857.4749,-35.654853515624836
2027-08-25 18:00:00,3914.22,3972.251,-58.0309765625002
2027-08-25 19:00:00,3780.72,3824.68,-43.9599316406252
2027-08-25 20:00:00,2443.64,2417.5547,26.085312499999873
2027-08-25 21:00:00,2529.15,2500.762,28.38803710937509
2027-08-25 22:00:00,687.19,669.5234,17.666623535156305
2027-08-25 23:00:00,673.75,680.1329,-6.38287353515625
2027-08-26 00:00:00,657.49,687.883,-30.39299560546874
2027-08-26 01:00:00,710.1,724.85156,-14.751562499999977
2027-08-26 02:00:00,717.33,739.4532,-22.12318603515621
2027-08-26 03:00:00,782.22,747.5451,34.67489501953128
2027-08-26 04:00:00,717.36,766.59814,-49.238144531249986
2027-08-26 05:00:00,781.38,762.9926,18.387385253906245
2027-08-26 06:00:00,747.04,728.87134,18.168662109374964
2027-08-26 07:00:00,725.1,721.2561,3.8438964843750227
2027-08-26 08:00:00,1727.45,1742.6975,-15.247509765624955
2027-08-26 09:00:00,2770.73,2696.8394,73.89064453125002
2027-08-26 10:00:00,2762.1,2727.828,34.27211914062491
2027-08-26 11:00:00,2559.46,2509.419,50.041054687500036
2027-08-26 12:00:00,3499.23,3463.5933,35.63673828125002
2027-08-26 13:00:00,3687.94,3679.0183,8.921689453125055
2027-08-26 14:00:00,3465.33,3596.9329,-131.60286132812507
